"","enddate","MMM.Close","lag","log.return","observation"
"1","2015-12-17",148.850006,149.949997,-0.00736275741752923,1
"2","2015-12-18",146.919998,148.850006,-0.013050920432204,2
"3","2015-12-21",147.479996,146.919998,0.00380433890500598,3
"4","2015-12-22",148.970001,147.479996,0.01005240386064,4
"5","2015-12-23",151.160004,148.970001,0.0145939548390528,5
"6","2015-12-24",151.190002,151.160004,0.00019843227718308,6
"7","2015-12-28",151.220001,151.190002,0.000198399522507664,7
"8","2015-12-29",152.889999,151.220001,0.010982965288866,8
"9","2015-12-30",151.910004,152.889999,-0.00643043548092059,9
"10","2015-12-31",150.639999,151.910004,-0.00839538884039737,10
"11","2016-01-04",146.820007,150.639999,-0.0256854833504914,11
"12","2016-01-05",147.460007,146.820007,0.00434960567194143,12
"13","2016-01-06",144.490005,147.460007,-0.0203466644220134,13
"14","2016-01-07",140.970001,144.490005,-0.0246632267334483,14
"15","2016-01-08",140.490005,140.970001,-0.00341076142326102,15
"16","2016-01-11",140.460007,140.490005,-0.000213546886155491,16
"17","2016-01-12",140.860001,140.460007,0.00284369584938649,17
"18","2016-01-13",138.720001,140.860001,-0.0153089761755147,18
"19","2016-01-14",141.179993,138.720001,0.0175781021442338,19
"20","2016-01-15",138.690002,141.179993,-0.017794381296337,20
"21","2016-01-19",138.389999,138.690002,-0.00216546207701107,21
"22","2016-01-20",136.960007,138.389999,-0.0103868155086397,22
"23","2016-01-21",137.759995,136.960007,0.00582404088117094,23
"24","2016-01-22",139.520004,137.759995,0.0126949844459796,24
"25","2016-01-25",137.570007,139.520004,-0.0140750594743038,25
"26","2016-01-26",144.779999,137.570007,0.0510824126018736,26
"27","2016-01-27",145.550003,144.779999,0.00530434884514186,27
"28","2016-01-28",147.320007,145.550003,0.0120874482893703,28
"29","2016-01-29",151,147.320007,0.0246726977224485,29
"30","2016-02-01",148.729996,151,-0.0151472821047909,30
"31","2016-02-02",147.869995,148.729996,-0.00579907913822275,31
"32","2016-02-03",152.520004,147.869995,0.030962285643521,32
"33","2016-02-04",153.440002,152.520004,0.00601386295410755,33
"34","2016-02-05",153.470001,153.440002,0.000195490533395848,34
"35","2016-02-08",153.899994,153.470001,0.00279788715554297,35
"36","2016-02-09",154.740005,153.899994,0.00544331957509581,36
"37","2016-02-10",152.449997,154.740005,-0.0149096676778937,37
"38","2016-02-11",150.669998,152.449997,-0.0117446522165254,38
"39","2016-02-12",153.960007,150.669998,0.0216008723427441,39
"40","2016-02-16",155.529999,153.960007,0.0101457587449421,40
"41","2016-02-17",156.619995,155.529999,0.00698382477154702,41
"42","2016-02-18",156.779999,156.619995,0.00102108498382325,42
"43","2016-02-19",156.449997,156.779999,-0.00210709144277565,43
"44","2016-02-22",157.699997,156.449997,0.00795802400609436,44
"45","2016-02-23",156.169998,157.699997,-0.00974933025233238,45
"46","2016-02-24",157.220001,156.169998,0.00670096003292731,46
"47","2016-02-25",158.990005,157.220001,0.0111952338830115,47
"48","2016-02-26",158.270004,158.990005,-0.00453887799067765,48
"49","2016-02-29",156.869995,158.270004,-0.00888505562383646,49
"50","2016-03-01",159.589996,156.869995,0.0171905963522452,50
"51","2016-03-02",159.410004,159.589996,-0.00112847660878401,51
"52","2016-03-03",159.380005,159.410004,-0.000188205396916885,52
"53","2016-03-04",160.070007,159.380005,0.00431994394830681,53
"54","2016-03-07",160.570007,160.070007,0.00311876486681317,54
"55","2016-03-08",160.199997,160.570007,-0.00230701224861907,55
"56","2016-03-09",160.089996,160.199997,-0.000686883803609817,56
"57","2016-03-10",159.889999,160.089996,-0.00125005956102875,57
"58","2016-03-11",161.880005,159.889999,0.0123692783517129,58
"59","2016-03-14",161.809998,161.880005,-0.000432555843200788,59
"60","2016-03-15",162.410004,161.809998,0.00370123176399595,60
"61","2016-03-16",162.889999,162.410004,0.00295109341486466,61
"62","2016-03-17",163.75,162.889999,0.00526575428495946,62
"63","2016-03-18",165.330002,163.75,0.00960261414491104,63
"64","2016-03-21",164.839996,165.330002,-0.00296820645561002,64
"65","2016-03-22",164.910004,164.839996,0.000424612591671369,65
"66","2016-03-23",164.270004,164.910004,-0.00388845489306977,66
"67","2016-03-24",164.460007,164.270004,0.00115598220302626,67
"68","2016-03-28",166.279999,164.460007,0.0110056862641947,68
"69","2016-03-29",164.389999,166.279999,-0.0114314609321609,69
"70","2016-03-30",166.75,164.389999,0.0142540373574098,70
"71","2016-03-31",166.630005,166.75,-0.000719869238600346,71
"72","2016-04-01",167.529999,166.630005,0.00538661817922748,72
"73","2016-04-04",166.399994,167.529999,-0.00676794140694525,73
"74","2016-04-05",165.809998,166.399994,-0.00355194987813245,74
"75","2016-04-06",166.809998,165.809998,0.00601288572499215,75
"76","2016-04-07",167.160004,166.809998,0.00209603333260855,76
"77","2016-04-08",166.630005,167.160004,-0.00317564595175046,77
"78","2016-04-11",166.589996,166.630005,-0.000240135646552453,78
"79","2016-04-12",168.029999,166.589996,0.00860684902795139,79
"80","2016-04-13",168.589996,168.029999,0.00332717916297831,80
"81","2016-04-14",168.160004,168.589996,-0.00255377718599981,81
"82","2016-04-15",168.779999,168.160004,0.0036801548894374,82
"83","2016-04-18",169.550003,168.779999,0.00455180046059489,83
"84","2016-04-19",169.649994,169.550003,0.000589569597763351,84
"85","2016-04-20",168.940002,169.649994,-0.00419382172543337,85
"86","2016-04-21",168.660004,168.940002,-0.00165875627502565,86
"87","2016-04-22",168.660004,168.660004,0,87
"88","2016-04-25",168.380005,168.660004,-0.00166151825859195,88
"89","2016-04-26",166.179993,168.380005,-0.0131518634904202,89
"90","2016-04-27",167.759995,166.179993,0.00946286067534619,90
"91","2016-04-28",167,167.759995,-0.00454054437242579,91
"92","2016-04-29",167.380005,167,0.00227289406011977,92
"93","2016-05-02",168.339996,167.380005,0.00571901354511972,93
"94","2016-05-03",167.970001,168.339996,-0.0022003220396396,94
"95","2016-05-04",167.160004,167.970001,-0.00483393647347174,95
"96","2016-05-05",167.770004,167.160004,0.00364255611559017,96
"97","2016-05-06",168.889999,167.770004,0.00665359188434245,97
"98","2016-05-09",168.520004,168.889999,-0.00219314866194598,98
"99","2016-05-10",170.259995,168.520004,0.0102721902421896,99
"100","2016-05-11",169.770004,170.259995,-0.0028820477052296,100
"101","2016-05-12",170.149994,169.770004,0.0022357623000806,101
"102","2016-05-13",168.320007,170.149994,-0.0108133945471138,102
"103","2016-05-16",169.550003,168.320007,0.00728091512874585,103
"104","2016-05-17",167.809998,169.550003,-0.0103155111707132,104
"105","2016-05-18",166.820007,167.809998,-0.00591694631996909,105
"106","2016-05-19",165.110001,166.820007,-0.0103035042745514,106
"107","2016-05-20",165.009995,165.110001,-0.000605876676790018,107
"108","2016-05-23",166.110001,165.009995,0.00664417769957382,108
"109","2016-05-24",168.630005,166.110001,0.0150567698097142,109
"110","2016-05-25",169.990005,168.630005,0.00803264587136532,110
"111","2016-05-26",168.910004,169.990005,-0.00637358883066863,111
"112","2016-05-27",168.889999,168.910004,-0.000118442864687651,112
"113","2016-05-31",168.320007,168.889999,-0.00338063837201918,113
"114","2016-06-01",168.690002,168.320007,0.00219575169148989,114
"115","2016-06-02",168.039993,168.690002,-0.00386071818385503,115
"116","2016-06-03",168.380005,168.039993,0.00202135495982336,116
"117","2016-06-06",170.080002,168.380005,0.0100455667485546,117
"118","2016-06-07",170.910004,170.080002,0.00486819921173431,118
"119","2016-06-08",171.419998,170.910004,0.00297954823894209,119
"120","2016-06-09",170.130005,171.419998,-0.00755379372014975,120
"121","2016-06-10",168.559998,170.130005,-0.0092711224526143,121
"122","2016-06-13",167.130005,168.559998,-0.0085197750130579,122
"123","2016-06-14",167.610001,167.130005,0.00286787548773404,123
"124","2016-06-15",167.800003,167.610001,0.00113295380613376,124
"125","2016-06-16",169.929993,167.800003,0.0126137344410484,125
"126","2016-06-17",168.940002,169.929993,-0.00584291221470767,126
"127","2016-06-20",171.229996,168.940002,0.0134640245026141,127
"128","2016-06-21",171.369995,171.229996,0.000817273855634681,128
"129","2016-06-22",171.229996,171.369995,-0.000817273855634681,129
"130","2016-06-23",174.110001,171.229996,0.0166796304815158,130
"131","2016-06-24",169.119995,174.110001,-0.0290787965648818,131
"132","2016-06-27",167.190002,169.119995,-0.0114775903451285,132
"133","2016-06-28",169.589996,167.190002,0.0142528335570198,133
"134","2016-06-29",171.520004,169.589996,0.0113161654343203,134
"135","2016-06-30",175.119995,171.520004,0.0207715234594241,135
"136","2016-07-01",175.539993,175.119995,0.00239547262426321,136
"137","2016-07-05",175.630005,175.539993,0.000512640615564663,137
"138","2016-07-06",175.160004,175.630005,-0.00267967313312312,138
"139","2016-07-07",174.869995,175.160004,-0.00165705263656246,139
"140","2016-07-08",177.119995,174.869995,0.012784628597978,140
"141","2016-07-11",178.009995,177.119995,0.00501225967015451,141
"142","2016-07-12",179.160004,178.009995,0.00643958326447969,142
"143","2016-07-13",179.210007,179.160004,0.000279057950105965,143
"144","2016-07-14",180.899994,179.210007,0.00938601761813551,144
"145","2016-07-15",181.399994,180.899994,0.00276014537120783,145
"146","2016-07-18",181.110001,181.399994,-0.00159991760700962,146
"147","2016-07-19",181.240005,181.110001,0.000717560388714844,147
"148","2016-07-20",181.419998,181.240005,0.000992626775989436,148
"149","2016-07-21",180.259995,181.419998,-0.00641454877210368,149
"150","2016-07-22",180.440002,180.259995,0.000998098233660372,150
"151","2016-07-25",179.630005,180.440002,-0.00449911600847397,151
"152","2016-07-26",177.660004,179.630005,-0.0110275737592671,152
"153","2016-07-27",178.270004,177.660004,0.00342764354517389,153
"154","2016-07-28",177.979996,178.270004,-0.00162811544736385,154
"155","2016-07-29",178.360001,177.979996,0.00213282341163357,155
"156","2016-08-01",178.289993,178.360001,-0.000392586581113186,156
"157","2016-08-02",178.360001,178.289993,0.000392586581113186,157
"158","2016-08-03",178.380005,178.360001,0.000112148902195131,158
"159","2016-08-04",177.809998,178.380005,-0.00320058104821452,159
"160","2016-08-05",178.570007,177.809998,0.00426516718945091,160
"161","2016-08-08",178.580002,178.570007,5.59708791865177e-05,161
"162","2016-08-09",178.389999,178.580002,-0.00106453213105162,162
"163","2016-08-10",178.820007,178.389999,0.00240759329520035,163
"164","2016-08-11",181,178.820007,0.0121172788131449,164
"165","2016-08-12",180.270004,181,-0.00404128206294097,165
"166","2016-08-15",180.559998,180.270004,0.00160737222974472,166
"167","2016-08-16",179.25,180.559998,-0.00728164195290049,167
"168","2016-08-17",179.869995,179.25,0.00345286046229543,168
"169","2016-08-18",179.179993,179.869995,-0.00384349183945343,169
"170","2016-08-19",179.610001,179.179993,0.0023969910704178,170
"171","2016-08-22",179.070007,179.610001,-0.00301100923346365,171
"172","2016-08-23",179.770004,179.070007,0.00390144836945261,172
"173","2016-08-24",179.410004,179.770004,-0.00200456658238402,173
"174","2016-08-25",179.580002,179.410004,0.000947090503165882,174
"175","2016-08-26",179.410004,179.580002,-0.000947090503165882,175
"176","2016-08-29",180.5,179.410004,0.00605706604634193,176
"177","2016-08-30",180.149994,180.5,-0.00194097388441339,177
"178","2016-08-31",179.240005,180.149994,-0.00506408607502173,178
"179","2016-09-01",179.979996,179.240005,0.00411999356760973,179
"180","2016-09-02",180.809998,179.979996,0.0046010337206166,180
"181","2016-09-06",180.460007,180.809998,-0.00193755974561416,181
"182","2016-09-07",179.75,180.460007,-0.00394218875495689,182
"183","2016-09-08",180.100006,179.75,0.00194528889557866,183
"184","2016-09-09",175.639999,180.100006,-0.0250758454966817,184
"185","2016-09-12",178.100006,175.639999,0.0139087839845011,185
"186","2016-09-13",176.070007,178.100006,-0.0114635409892871,186
"187","2016-09-14",175.619995,176.070007,-0.00255914153397985,187
"188","2016-09-15",176.589996,175.619995,0.00550809731240598,188
"189","2016-09-16",175.059998,176.589996,-0.00870187789405552,189
"190","2016-09-19",176.720001,175.059998,0.00943780389089266,190
"191","2016-09-20",177.600006,176.720001,0.00496729957132303,191
"192","2016-09-21",179.589996,177.600006,0.0111425884158365,192
"193","2016-09-22",179.850006,179.589996,0.00144675074507727,193
"194","2016-09-23",177.389999,179.850006,-0.0137725106392157,194
"195","2016-09-26",175.949997,177.389999,-0.00815084614625583,195
"196","2016-09-27",176.300003,175.949997,0.00198725970297797,196
"197","2016-09-28",177.589996,176.300003,0.00729039372243889,197
"198","2016-09-29",175.369995,177.589996,-0.0125795009726595,198
"199","2016-09-30",176.229996,175.369995,0.00489193820861367,199
"200","2016-10-03",175.039993,176.229996,-0.00677545813590985,200
"201","2016-10-04",171.679993,175.039993,-0.0193822411339015,201
"202","2016-10-05",172.389999,171.679993,0.00412710799723115,202
"203","2016-10-06",171.639999,172.389999,-0.00436009180890995,203
"204","2016-10-07",171.330002,171.639999,-0.00180772127891604,204
"205","2016-10-10",171.139999,171.330002,-0.00110960387152126,205
"206","2016-10-11",169.679993,171.139999,-0.00856766014443888,206
"207","2016-10-12",169.720001,169.679993,0.000235757223880917,207
"208","2016-10-13",170.020004,169.720001,0.00176607448967481,208
"209","2016-10-14",170.330002,170.020004,0.00182164289854292,209
"210","2016-10-17",170.210007,170.330002,-0.000704733668849933,210
"211","2016-10-18",169.949997,170.210007,-0.00152875145567499,211
"212","2016-10-19",169.910004,169.949997,-0.000235349850331801,212
"213","2016-10-20",169.860001,169.910004,-0.000294334400477325,213
"214","2016-10-21",169.5,169.860001,-0.00212164741856036,214
"215","2016-10-24",171.270004,169.5,0.0103883551787094,215
"216","2016-10-25",166.229996,171.270004,-0.0298689345148917,216
"217","2016-10-26",166.509995,166.229996,0.00168299016447637,217
"218","2016-10-27",165.759995,166.509995,-0.00451440874177322,218
