"","enddate","NKE.Close","lag","log.return","observation"
"1","2015-12-17",130.220001,130.929993,-0.00543744028794979,1
"2","2015-12-18",128.520004,130.220001,-0.0131407701168103,2
"3","2015-12-21",129.800003,128.520004,0.00991026201125234,3
"4","2015-12-22",131.850006,129.800003,0.0156701309230822,4
"5","2015-12-23",128.710007,131.850006,-0.0241030922584384,5
"6","2015-12-24",63.18,128.710007,-0.711574070673175,6
"7","2015-12-28",63.810001,63.18,0.00992213817784116,7
"8","2015-12-29",64.260002,63.810001,0.00702745125949189,8
"9","2015-12-30",63.25,64.260002,-0.0158422572036425,9
"10","2015-12-31",62.5,63.25,-0.0119285708652734,10
"11","2016-01-04",61.52,62.5,-0.0158042315449674,11
"12","2016-01-05",62.380001,61.52,0.0138824020130475,12
"13","2016-01-06",61.490002,62.380001,-0.0143701347194449,13
"14","2016-01-07",59.849998,61.490002,-0.0270331939038853,14
"15","2016-01-08",58.869999,59.849998,-0.0165097925335171,15
"16","2016-01-11",59.549999,58.869999,0.0114846729551088,16
"17","2016-01-12",59.939999,59.549999,0.00652776619646911,17
"18","2016-01-13",58.779999,59.939999,-0.0195424012269854,18
"19","2016-01-14",58.509998,58.779999,-0.00460399836022862,19
"20","2016-01-15",57.560001,58.509998,-0.0163697462256103,20
"21","2016-01-19",58.32,57.560001,0.0131171883080601,21
"22","2016-01-20",59.040001,58.32,0.0122701095294833,22
"23","2016-01-21",60.560001,59.040001,0.0254194284118565,23
"24","2016-01-22",60.880001,60.560001,0.00527010433744302,24
"25","2016-01-25",60.700001,60.880001,-0.00296101543926852,25
"26","2016-01-26",61.110001,60.700001,0.00673182073084089,26
"27","2016-01-27",59.580002,61.110001,-0.0253555544173105,27
"28","2016-01-28",61.200001,59.580002,0.0268272250047019,28
"29","2016-01-29",62.009998,61.200001,0.0131484242507742,29
"30","2016-02-01",63.16,62.009998,0.0183755592785175,30
"31","2016-02-02",62.549999,63.16,-0.00970496846173141,31
"32","2016-02-03",62.490002,62.549999,-0.000959644979598551,32
"33","2016-02-04",60.169998,62.490002,-0.0378327199530073,33
"34","2016-02-05",57.169998,60.169998,-0.0511446057006069,34
"35","2016-02-08",55.040001,57.169998,-0.0379690384988045,35
"36","2016-02-09",55.68,55.040001,0.011560804232472,36
"37","2016-02-10",57.41,55.68,0.030597488153381,37
"38","2016-02-11",56,57.41,-0.0248668134443957,38
"39","2016-02-12",56.419998,56,0.00747197939027711,39
"40","2016-02-16",57.790001,56.419998,0.0239920975082919,40
"41","2016-02-17",58.169998,57.790001,0.00655395590696717,41
"42","2016-02-18",58.599998,58.169998,0.0073649389125876,42
"43","2016-02-19",59.310001,58.599998,0.0120432802579247,43
"44","2016-02-22",60.169998,59.310001,0.0143959132819056,44
"45","2016-02-23",60.209999,60.169998,0.000664578874715716,45
"46","2016-02-24",60.400002,60.209999,0.00315070318553179,46
"47","2016-02-25",62.380001,60.400002,0.032255589157085,47
"48","2016-02-26",62.599998,62.380001,0.00352051894673444,48
"49","2016-02-29",61.59,62.599998,-0.0162657264582187,49
"50","2016-03-01",62.919998,61.59,0.0213645267047289,50
"51","2016-03-02",62.220001,62.919998,-0.0111875388621874,51
"52","2016-03-03",61.470001,62.220001,-0.0121272403544772,52
"53","2016-03-04",61.259998,61.470001,-0.00342219843011815,53
"54","2016-03-07",59.25,61.259998,-0.0333612887416574,54
"55","2016-03-08",59.810001,59.25,0.00940710776083709,55
"56","2016-03-09",58.330002,59.810001,-0.0250563127228585,56
"57","2016-03-10",58.880001,58.330002,0.00938491635109706,57
"58","2016-03-11",60.080002,58.880001,0.02017554934051,58
"59","2016-03-14",60.810001,60.080002,0.0120772248318559,59
"60","2016-03-15",61.400002,60.810001,0.00965560214970385,60
"61","2016-03-16",61.860001,61.400002,0.0074639156960723,61
"62","2016-03-17",63.18,61.860001,0.0211140119514805,62
"63","2016-03-18",62.990002,63.18,-0.00301177998903057,63
"64","2016-03-21",64.720001,62.990002,0.0270942728165018,64
"65","2016-03-22",64.900002,64.720001,0.00277736632527503,65
"66","2016-03-23",62.439999,64.900002,-0.0386415748948288,66
"67","2016-03-24",61.650002,62.439999,-0.0127328175803036,67
"68","2016-03-28",61.34,61.650002,-0.00504110336544716,68
"69","2016-03-29",61.490002,61.34,0.00244243380488562,69
"70","2016-03-30",62.040001,61.490002,0.00890476193597944,70
"71","2016-03-31",61.470001,62.040001,-0.00923008723995444,71
"72","2016-04-01",61.59,61.470001,0.0019502525119357,72
"73","2016-04-04",59.970001,61.59,-0.0266550658435296,73
"74","2016-04-05",59.669998,59.970001,-0.0050151058391128,74
"75","2016-04-06",60.310001,59.669998,0.0106685960275836,75
"76","2016-04-07",60.299999,60.310001,-0.000165856894501104,76
"77","2016-04-08",59.419998,60.299999,-0.0147012507736317,77
"78","2016-04-11",57.919998,59.419998,-0.0255681228286866,78
"79","2016-04-12",58.549999,57.919998,0.0108183594172333,79
"80","2016-04-13",59.580002,58.549999,0.0174389078891402,80
"81","2016-04-14",59.490002,59.580002,-0.00151171603453815,81
"82","2016-04-15",59.5,59.490002,0.000168047732675092,82
"83","2016-04-18",59.57,59.5,0.0011757790890119,83
"84","2016-04-19",59.560001,59.57,-0.00016786703499605,84
"85","2016-04-20",59.619999,59.560001,0.00100684687143016,85
"86","2016-04-21",60.080002,59.619999,0.00768596926779619,86
"87","2016-04-22",59.43,60.080002,-0.0108778913662571,87
"88","2016-04-25",59.209999,59.43,-0.00370871972392361,88
"89","2016-04-26",59.540001,59.209999,0.00555794272841581,89
"90","2016-04-27",59.27,59.540001,-0.00454509658331492,90
"91","2016-04-28",58.540001,59.27,-0.0123929774536702,91
"92","2016-04-29",58.939999,58.540001,0.00680966199706567,92
"93","2016-05-02",59.59,58.939999,0.0109678144157455,93
"94","2016-05-03",59.52,59.59,-0.00117538423405072,94
"95","2016-05-04",59.110001,59.52,-0.00691225877094759,95
"96","2016-05-05",58.189999,59.110001,-0.0156866302703946,96
"97","2016-05-06",58.43,58.189999,0.00411595508285068,97
"98","2016-05-09",58.720001,58.43,0.00495094476988722,98
"99","2016-05-10",59.200001,58.720001,0.00814115744561938,99
"100","2016-05-11",57.009998,59.200001,-0.0376949028199265,100
"101","2016-05-12",57.990002,57.009998,0.017043960415128,101
"102","2016-05-13",57.310001,57.990002,-0.0117954703644454,102
"103","2016-05-16",57.139999,57.310001,-0.00297076671085605,103
"104","2016-05-17",57.099998,57.139999,-0.000700297666058169,104
"105","2016-05-18",56.119999,57.099998,-0.0173118442203934,105
"106","2016-05-19",57.040001,56.119999,0.0162605562222966,106
"107","2016-05-20",56.48,57.040001,-0.00986620045261066,107
"108","2016-05-23",55.990002,56.48,-0.00871345410352031,108
"109","2016-05-24",56.59,55.990002,0.0106591520729662,109
"110","2016-05-25",55.990002,56.59,-0.0106591520729662,110
"111","2016-05-26",55.84,55.990002,-0.00268268062734922,111
"112","2016-05-27",56.189999,55.84,0.00624832887322846,112
"113","2016-05-31",55.220001,56.189999,-0.017413562715956,113
"114","2016-06-01",54.93,55.220001,-0.00526557725686061,114
"115","2016-06-02",54.529999,54.93,-0.00730865675508818,115
"116","2016-06-03",53.450001,54.529999,-0.0200043344193124,116
"117","2016-06-06",54.299999,53.450001,0.0157775523435553,117
"118","2016-06-07",53.549999,54.299999,-0.013908430304062,118
"119","2016-06-08",54.119999,53.549999,0.0105880066055084,119
"120","2016-06-09",54.939999,54.119999,0.0150378776403235,120
"121","2016-06-10",55.110001,54.939999,0.00308954357521785,121
"122","2016-06-13",54.91,55.110001,-0.00363572474989038,122
"123","2016-06-14",54.119999,54.91,-0.014491696465651,123
"124","2016-06-15",54.310001,54.119999,0.00350460563443944,124
"125","2016-06-16",53.470001,54.310001,-0.0155876227968532,125
"126","2016-06-17",53.709999,53.470001,0.00447841763614498,126
"127","2016-06-20",54.360001,53.709999,0.0120294223799609,127
"128","2016-06-21",54.77,54.360001,0.0075139911168085,128
"129","2016-06-22",54.57,54.77,-0.0036583175974898,129
"130","2016-06-23",54.119999,54.57,-0.00828049637301076,130
"131","2016-06-24",52.59,54.119999,-0.0286777972238768,131
"132","2016-06-27",51.889999,52.59,-0.0133999134931408,132
"133","2016-06-28",53.09,51.889999,0.022862512487468,133
"134","2016-06-29",55.130001,53.09,0.0377054641449566,134
"135","2016-06-30",55.200001,55.130001,0.00126892065845485,135
"136","2016-07-01",55.610001,55.200001,0.00740008778285794,136
"137","2016-07-05",55.200001,55.610001,-0.00740008778285794,137
"138","2016-07-06",55.799999,55.200001,0.0108108800671269,138
"139","2016-07-07",55.919998,55.799999,0.00214821069405691,139
"140","2016-07-08",56.720001,55.919998,0.0142048376941624,140
"141","2016-07-11",56.830002,56.720001,0.00193749064737148,141
"142","2016-07-12",58.060001,56.830002,0.0214125853183358,142
"143","2016-07-13",57.990002,58.060001,-0.00120635944299163,143
"144","2016-07-14",58.490002,57.990002,0.00858521727175976,144
"145","2016-07-15",57.869999,58.490002,-0.0106567353431766,145
"146","2016-07-18",57.740002,57.869999,-0.00224888943281609,146
"147","2016-07-19",57.759998,57.740002,0.000346251085710847,147
"148","2016-07-20",57.759998,57.759998,0,148
"149","2016-07-21",56.990002,57.759998,-0.0134206110177475,149
"150","2016-07-22",56.73,56.990002,-0.00457267760230806,150
"151","2016-07-25",57.139999,56.73,0.00720120796327617,151
"152","2016-07-26",56.369999,57.139999,-0.0135672949482011,152
"153","2016-07-27",55.790001,56.369999,-0.0103424245717552,153
"154","2016-07-28",55.450001,55.790001,-0.00611292795115492,154
"155","2016-07-29",55.5,55.450001,0.000901288921747678,155
"156","2016-08-01",55.41,55.5,-0.0016229378731305,156
"157","2016-08-02",54.919998,55.41,-0.00888253839609465,157
"158","2016-08-03",54.75,54.919998,-0.00310017578655319,158
"159","2016-08-04",54.790001,54.75,0.000730345105219854,159
"160","2016-08-05",55.849998,54.790001,0.0191617759031733,160
"161","2016-08-08",55.98,55.849998,0.00232499438230427,161
"162","2016-08-09",55.77,55.98,-0.00375839368584518,162
"163","2016-08-10",55.130001,55.77,-0.0115420396609256,163
"164","2016-08-11",56.73,55.130001,0.0286091205979391,164
"165","2016-08-12",56.450001,56.73,-0.00494786302801309,165
"166","2016-08-15",56.77,56.450001,0.00565270887217206,166
"167","2016-08-16",56.880001,56.77,0.00193578589322208,167
"168","2016-08-17",56.860001,56.880001,-0.000351679265947702,168
"169","2016-08-18",57.209999,56.860001,0.00613656699106624,169
"170","2016-08-19",58.900002,57.209999,0.029112433812422,170
"171","2016-08-22",58.66,58.900002,-0.00408306106409206,171
"172","2016-08-23",59.619999,58.66,0.0162330079277249,172
"173","2016-08-24",60.220001,59.619999,0.0100134681823363,173
"174","2016-08-25",59.240002,60.220001,-0.0164075164987967,174
"175","2016-08-26",59,59.240002,-0.00405957925485012,175
"176","2016-08-29",58.630001,59,-0.00629091587348185,176
"177","2016-08-30",58,58.630001,-0.0108035174858188,177
"178","2016-08-31",57.639999,58,-0.00622625676416089,178
"179","2016-09-01",58.540001,57.639999,0.0154935445638182,179
"180","2016-09-02",58.02,58.540001,-0.00892251965281865,180
"181","2016-09-06",57.41,58.02,-0.0105692745137125,181
"182","2016-09-07",57.720001,57.41,0.00538524705114174,182
"183","2016-09-08",56.169998,57.720001,-0.0272209802925421,183
"184","2016-09-09",55.330002,56.169998,-0.0150674778813711,184
"185","2016-09-12",56.009998,55.330002,0.0122149174570572,185
"186","2016-09-13",55.369999,56.009998,-0.0114922977392773,186
"187","2016-09-14",55.130001,55.369999,-0.00434386203401704,187
"188","2016-09-15",55.470001,55.130001,0.0061483013543695,188
"189","2016-09-16",55.18,55.470001,-0.00524178330576586,189
"190","2016-09-19",54.950001,55.18,-0.00417686974114773,190
"191","2016-09-20",54.869999,54.950001,-0.00145696620200386,191
"192","2016-09-21",55.34,54.869999,0.00852924151279133,192
"193","2016-09-22",55.41,55.34,0.00126410852047787,193
"194","2016-09-23",55.150002,55.41,-0.00470330091501481,194
"195","2016-09-26",54.400002,55.150002,-0.0136925913376409,195
"196","2016-09-27",55.34,54.400002,0.0171317837321778,196
"197","2016-09-28",53.25,55.34,-0.0384981697692455,197
"198","2016-09-29",52.16,53.25,-0.0206818869711372,198
"199","2016-09-30",52.650002,52.16,0.00935035894829106,199
"200","2016-10-03",52.669998,52.650002,0.000379718956328379,200
"201","2016-10-04",52.139999,52.669998,-0.0101136061967946,201
"202","2016-10-05",52.119999,52.139999,-0.000383656256071063,202
"203","2016-10-06",52.029999,52.119999,-0.00172827698762035,203
"204","2016-10-07",51.790001,52.029999,-0.00462335633798405,204
"205","2016-10-10",51.790001,51.790001,0,205
"206","2016-10-11",51.82,51.790001,0.000579075389417039,206
"207","2016-10-12",52.439999,51.82,0.0118934646921223,207
"208","2016-10-13",52.029999,52.439999,-0.00784918374355525,208
"209","2016-10-14",51.619999,52.029999,-0.00791128116439976,209
"210","2016-10-17",51.029999,51.619999,-0.0114954994385674,210
"211","2016-10-18",51.220001,51.029999,0.00371642481543866,211
"212","2016-10-19",51.799999,51.220001,0.0112600296654155,212
"213","2016-10-20",51.889999,51.799999,0.00173594414769429,213
"214","2016-10-21",51.77,51.889999,-0.00231524319430232,214
"215","2016-10-24",51.869999,51.77,0.00192973817053188,215
"216","2016-10-25",51.049999,51.869999,-0.0159350440623061,216
"217","2016-10-26",51.970001,51.049999,0.0178611232401851,217
"218","2016-10-27",51.889999,51.970001,-0.00154057415410858,218
